,0
397,"09 July 13, 2016"
398,"09 July 13, 2016"
399,"09 July 13, 2016"
400,"10 July 13, 2016"
401,"10 July 13, 2016"
402,"10 July 13, 2016"
403,"10 July 13, 2016"
404,"10 July 13, 2016"
405,"10 July 13, 2016"
406,"11 July 13, 2016"
407,"11 July 13, 2016"
408,"11 July 13, 2016"
409,"11 July 13, 2016"
410,"12 July 13, 2016"
411,"12 July 13, 2016"
412,"12 July 13, 2016"
413,"13 July 13, 2016"
414,"13 July 13, 2016"
415,"13 July 13, 2016"
416,"13 July 13, 2016"
417,"15 July 13, 2016"
418,"15 July 13, 2016"
419,"15 July 13, 2016"
420,"15 July 13, 2016"
421,"15 July 13, 2016"
422,"16 July 13, 2016"
423,"16 July 13, 2016"
424,"16 July 13, 2016"
425,"00 April 05, 2016"
426,"16 July 13, 2016"
427,"17 July 13, 2016"
428,"17 July 13, 2016"
429,"17 July 13, 2016"
430,"17 July 13, 2016"
431,"18 July 13, 2016"
432,"18 July 13, 2016"
433,"18 July 13, 2016"
434,"18 July 13, 2016"
435,"18 July 13, 2016"
436,"18 July 13, 2016"
437,"18 July 13, 2016"
438,"19 July 13, 2016"
439,"19 July 13, 2016"
440,"19 July 13, 2016"
441,"19 July 13, 2016"
442,"19 July 13, 2016"
443,"19 July 13, 2016"
444,"19 July 13, 2016"
445,"19 July 13, 2016"
446,"20 July 13, 2016"
447,"00 November 19, 2016"
448,"20 July 13, 2016"
449,"20 July 13, 2016"
450,"21 July 13, 2016"
451,"21 July 13, 2016"
452,"21 July 13, 2016"
453,"21 July 13, 2016"
454,"22 July 13, 2016"
455,"23 July 13, 2016"
456,"23 July 13, 2016"
457,"05 July 14, 2016"
458,"05 July 14, 2016"
459,"06 July 14, 2016"
460,"07 July 14, 2016"
461,"07 July 14, 2016"
462,"07 July 14, 2016"
463,"07 July 14, 2016"
464,"07 July 14, 2016"
465,"07 July 14, 2016"
466,"08 July 14, 2016"
467,"08 July 14, 2016"
468,"08 July 14, 2016"
469,"08 July 14, 2016"
470,"00 November 13, 2016"
471,"08 July 14, 2016"
472,"09 July 14, 2016"
473,"09 July 14, 2016"
474,"09 July 14, 2016"
475,"09 July 14, 2016"
476,"09 July 14, 2016"
477,"09 July 14, 2016"
478,"09 July 14, 2016"
479,"09 July 14, 2016"
480,"00 November 19, 1905"
481,"10 July 14, 2016"
482,"10 July 14, 2016"
483,"10 July 14, 2016"
484,"10 July 14, 2016"
485,"10 July 14, 2016"
486,"11 July 14, 2016"
487,"11 July 14, 2016"
488,"11 July 14, 2016"
489,"11 July 14, 2016"
490,"12 July 14, 2016"
491,"12 July 14, 2016"
492,"12 July 14, 2016"
493,"12 July 14, 2016"
494,"12 July 14, 2016"
495,"12 July 14, 2016"
496,"12 July 14, 2016"
497,"13 July 14, 2016"
498,"13 July 14, 2016"
499,"13 July 14, 2016"
500,"14 July 14, 2016"
501,"14 July 14, 2016"
502,"14 July 14, 2016"
503,"14 July 14, 2016"
504,"14 July 14, 2016"
505,"14 July 14, 2016"
506,"15 July 14, 2016"
507,"15 July 14, 2016"
508,"15 July 14, 2016"
509,"15 July 14, 2016"
510,"15 July 14, 2016"
511,"15 July 14, 2016"
512,"16 July 14, 2016"
513,"17 July 14, 2016"
514,"17 July 14, 2016"
515,"17 July 14, 2016"
516,"17 July 14, 2016"
517,"18 July 14, 2016"
518,"18 July 14, 2016"
519,"18 July 14, 2016"
520,"18 July 14, 2016"
521,"18 July 14, 2016"
522,"18 July 14, 2016"
523,"18 July 14, 2016"
524,"19 July 14, 2016"
525,"19 July 14, 2016"
526,"19 July 14, 2016"
527,"20 July 14, 2016"
528,"20 July 14, 2016"
529,"20 July 14, 2016"
530,"20 July 14, 2016"
531,"20 July 14, 2016"
532,"20 July 14, 2016"
533,"20 July 14, 2016"
534,"20 July 14, 2016"
535,"20 July 14, 2016"
536,"20 July 14, 2016"
537,"20 July 14, 2016"
538,"20 July 14, 2016"
539,"20 July 14, 2016"
540,"20 July 14, 2016"
541,"20 July 14, 2016"
542,"20 July 14, 2016"
543,"20 July 14, 2016"
544,"21 July 14, 2016"
545,"21 July 14, 2016"
546,"21 July 14, 2016"
547,"21 July 14, 2016"
548,"21 July 14, 2016"
549,"23 July 14, 2016"
550,"23 July 14, 2016"
551,"23 July 14, 2016"
552,"23 July 14, 2016"
553,"01 July 15, 2016"
554,"05 July 15, 2016"
555,"05 July 15, 2016"
556,"06 July 15, 2016"
557,"06 July 15, 2016"
558,"06 July 15, 2016"
559,"06 July 15, 2016"
560,"06 July 15, 2016"
561,"07 July 15, 2016"
562,"07 July 15, 2016"
563,"07 July 15, 2016"
564,"07 July 15, 2016"
565,"07 July 15, 2016"
566,"08 July 15, 2016"
567,"08 July 15, 2016"
568,"08 July 15, 2016"
569,"08 July 15, 2016"
570,"08 July 15, 2016"
571,"08 July 15, 2016"
572,"08 July 15, 2016"
573,"09 July 15, 2016"
574,"09 July 15, 2016"
575,"09 July 15, 2016"
576,"09 July 15, 2016"
577,"09 July 15, 2016"
578,"10 July 15, 2016"
579,"10 July 15, 2016"
580,"11 July 15, 2016"
581,"11 July 15, 2016"
582,"11 July 15, 2016"
583,"11 July 15, 2016"
584,"11 July 15, 2016"
585,"00 November 19, 1453"
586,"11 July 15, 2016"
587,"12 July 15, 2016"
588,"12 July 15, 2016"
589,"12 July 15, 2016"
590,"12 July 15, 2016"
591,"12 July 15, 2016"
592,"00 November 26, 2027"
593,"13 July 15, 2016"
594,"13 July 15, 2016"
595,"13 July 15, 2016"
596,"14 July 15, 2016"
597,"14 July 15, 2016"
598,"15 July 15, 2016"
599,"16 July 15, 2016"
600,"17 July 15, 2016"
601,"17 July 15, 2016"
602,"17 July 15, 2016"
603,"17 July 15, 2016"
604,"17 July 15, 2016"
605,"17 July 15, 2016"
606,"18 July 15, 2016"
607,"18 July 15, 2016"
608,"19 July 15, 2016"
609,"19 July 15, 2016"
610,"19 July 15, 2016"
611,"19 July 15, 2016"
612,"19 July 15, 2016"
613,"19 July 15, 2016"
614,"19 July 15, 2016"
615,"19 July 15, 2016"
616,"19 July 15, 2016"
617,"19 July 15, 2016"
618,"19 July 15, 2016"
619,"19 July 15, 2016"
620,"19 July 15, 2016"
621,"19 July 15, 2016"
622,"19 July 15, 2016"
623,"19 July 15, 2016"
624,"19 July 15, 2016"
625,"19 July 15, 2016"
626,"19 July 15, 2016"
627,"20 July 15, 2016"
628,"20 July 15, 2016"
629,"20 July 15, 2016"
630,"20 July 15, 2016"
631,"20 July 15, 2016"
632,"20 July 15, 2016"
633,"20 July 15, 2016"
634,"20 July 15, 2016"
635,"20 July 15, 2016"
636,"20 July 15, 2016"
637,"20 July 15, 2016"
638,"20 July 15, 2016"
639,"20 July 15, 2016"
640,"20 July 15, 2016"
641,"20 July 15, 2016"
642,"20 July 15, 2016"
643,"20 July 15, 2016"
644,"20 July 15, 2016"
645,"20 July 15, 2016"
646,"20 July 15, 2016"
647,"20 July 15, 2016"
648,"20 July 15, 2016"
649,"20 July 15, 2016"
650,"20 July 15, 2016"
651,"20 July 15, 2016"
652,"20 July 15, 2016"
653,"20 July 15, 2016"
654,"20 July 15, 2016"
655,"20 July 15, 2016"
656,"20 July 15, 2016"
657,"20 July 15, 2016"
658,"20 July 15, 2016"
659,"20 July 15, 2016"
660,"20 July 15, 2016"
661,"20 July 15, 2016"
662,"20 July 15, 2016"
663,"20 July 15, 2016"
664,"20 July 15, 2016"
665,"20 July 15, 2016"
666,"20 July 15, 2016"
667,"20 July 15, 2016"
668,"20 July 15, 2016"
669,"20 July 15, 2016"
670,"20 July 15, 2016"
671,"20 July 15, 2016"
672,"20 July 15, 2016"
673,"20 July 15, 2016"
674,"20 July 15, 2016"
675,"20 July 15, 2016"
676,"20 July 15, 2016"
677,"20 July 15, 2016"
678,"20 July 15, 2016"
679,"20 July 15, 2016"
680,"20 July 15, 2016"
681,"20 July 15, 2016"
682,"20 July 15, 2016"
683,"20 July 15, 2016"
684,"20 July 15, 2016"
685,"20 July 15, 2016"
686,"20 July 15, 2016"
687,"20 July 15, 2016"
688,"20 July 15, 2016"
689,"20 July 15, 2016"
690,"20 July 15, 2016"
691,"20 July 15, 2016"
692,"20 July 15, 2016"
693,"20 July 15, 2016"
694,"20 July 15, 2016"
695,"20 July 15, 2016"
696,"20 July 15, 2016"
697,"20 July 15, 2016"
698,"20 July 15, 2016"
699,"20 July 15, 2016"
700,"20 July 15, 2016"
701,"20 July 15, 2016"
702,"20 July 15, 2016"
703,"00 November 19, 2016"
704,"20 July 15, 2016"
705,"20 July 15, 2016"
706,"20 July 15, 2016"
707,"20 July 15, 2016"
708,"20 July 15, 2016"
709,"20 July 15, 2016"
710,"20 July 15, 2016"
711,"20 July 15, 2016"
712,"20 July 15, 2016"
713,"00 November 19, 1970"
714,"20 July 15, 2016"
715,"20 July 15, 2016"
716,"20 July 15, 2016"
717,"20 July 15, 2016"
718,"20 July 15, 2016"
719,"20 July 15, 2016"
720,"20 July 15, 2016"
721,"20 July 15, 2016"
722,"20 July 15, 2016"
723,"20 July 15, 2016"
724,"20 July 15, 2016"
725,"20 July 15, 2016"
726,"20 July 15, 2016"
727,"20 July 15, 2016"
728,"20 July 15, 2016"
729,"20 July 15, 2016"
730,"20 July 15, 2016"
731,"20 July 15, 2016"
732,"20 July 15, 2016"
733,"20 July 15, 2016"
734,"20 July 15, 2016"
735,"20 July 15, 2016"
736,"20 July 15, 2016"
737,"20 July 15, 2016"
738,"20 July 15, 2016"
739,"20 July 15, 2016"
740,"20 July 15, 2016"
741,"20 July 15, 2016"
742,"20 July 15, 2016"
743,"20 July 15, 2016"
744,"20 July 15, 2016"
745,"20 July 15, 2016"
746,"20 July 15, 2016"
747,"20 July 15, 2016"
748,"20 July 15, 2016"
749,"20 July 15, 2016"
750,"21 July 15, 2016"
751,"21 July 15, 2016"
752,"21 July 15, 2016"
753,"21 July 15, 2016"
754,"21 July 15, 2016"
755,"21 July 15, 2016"
756,"21 July 15, 2016"
757,"21 July 15, 2016"
758,"21 July 15, 2016"
759,"21 July 15, 2016"
760,"21 July 15, 2016"
761,"21 July 15, 2016"
762,"21 July 15, 2016"
763,"21 July 15, 2016"
764,"21 July 15, 2016"
765,"21 July 15, 2016"
766,"21 July 15, 2016"
767,"21 July 15, 2016"
768,"21 July 15, 2016"
769,"21 July 15, 2016"
770,"21 July 15, 2016"
771,"21 July 15, 2016"
772,"06 November 19, 2016"
773,"21 July 15, 2016"
774,"21 July 15, 2016"
775,"21 July 15, 2016"
776,"21 July 15, 2016"
777,"21 July 15, 2016"
778,"21 July 15, 2016"
779,"21 July 15, 2016"
780,"21 July 15, 2016"
781,"21 July 15, 2016"
782,"21 July 15, 2016"
783,"21 July 15, 2016"
784,"21 July 15, 2016"
785,"21 July 15, 2016"
786,"21 July 15, 2016"
787,"21 July 15, 2016"
788,"21 July 15, 2016"
789,"21 July 15, 2016"
790,"21 July 15, 2016"
791,"21 July 15, 2016"
792,"21 July 15, 2016"
793,"21 July 15, 2016"
794,"21 July 15, 2016"
795,"21 July 15, 2016"
796,"21 July 15, 2016"
797,"21 July 15, 2016"
798,"21 July 15, 2016"
799,"21 July 15, 2016"
800,"21 July 15, 2016"
801,"21 July 15, 2016"
802,"21 July 15, 2016"
803,"21 July 15, 2016"
804,"21 July 15, 2016"
805,"21 July 15, 2016"
806,"21 July 15, 2016"
807,"21 July 15, 2016"
808,"21 July 15, 2016"
809,"21 July 15, 2016"
810,"21 July 15, 2016"
811,"21 July 15, 2016"
812,"21 July 15, 2016"
813,"21 July 15, 2016"
814,"21 July 15, 2016"
815,"21 July 15, 2016"
816,"21 July 15, 2016"
817,"21 July 15, 2016"
818,"21 July 15, 2016"
819,"21 July 15, 2016"
820,"21 July 15, 2016"
821,"21 July 15, 2016"
822,"21 July 15, 2016"
823,"21 July 15, 2016"
824,"21 July 15, 2016"
825,"21 July 15, 2016"
826,"21 July 15, 2016"
827,"21 July 15, 2016"
828,"21 July 15, 2016"
829,"21 July 15, 2016"
830,"21 July 15, 2016"
831,"21 July 15, 2016"
832,"21 July 15, 2016"
833,"21 July 15, 2016"
834,"21 July 15, 2016"
835,"21 July 15, 2016"
836,"21 July 15, 2016"
837,"21 July 15, 2016"
838,"21 July 15, 2016"
839,"00 November 19, 1907"
840,"21 July 15, 2016"
841,"21 July 15, 2016"
842,"21 July 15, 2016"
843,"21 July 15, 2016"
844,"21 July 15, 2016"
845,"21 July 15, 2016"
846,"21 July 15, 2016"
847,"21 July 15, 2016"
848,"21 July 15, 2016"
849,"21 July 15, 2016"
850,"21 July 15, 2016"
851,"21 July 15, 2016"
852,"21 July 15, 2016"
853,"21 July 15, 2016"
854,"21 July 15, 2016"
855,"21 July 15, 2016"
856,"21 July 15, 2016"
857,"21 July 15, 2016"
858,"21 July 15, 2016"
859,"21 July 15, 2016"
860,"21 July 15, 2016"
861,"21 July 15, 2016"
862,"21 July 15, 2016"
863,"21 July 15, 2016"
864,"21 July 15, 2016"
865,"21 July 15, 2016"
866,"21 July 15, 2016"
867,"21 July 15, 2016"
868,"21 July 15, 2016"
869,"00 November 13, 2016"
870,"21 July 15, 2016"
871,"21 July 15, 2016"
872,"21 July 15, 2016"
873,"21 July 15, 2016"
874,"21 July 15, 2016"
875,"21 July 15, 2016"
876,"21 July 15, 2016"
877,"21 July 15, 2016"
878,"21 July 15, 2016"
879,"21 July 15, 2016"
880,"21 July 15, 2016"
881,"21 July 15, 2016"
882,"21 July 15, 2016"
883,"21 July 15, 2016"
884,"21 July 15, 2016"
885,"21 July 15, 2016"
886,"21 July 15, 2016"
887,"21 July 15, 2016"
888,"21 July 15, 2016"
889,"21 July 15, 2016"
890,"21 July 15, 2016"
891,"21 July 15, 2016"
892,"21 July 15, 2016"
893,"21 July 15, 2016"
894,"21 July 15, 2016"
895,"21 July 15, 2016"
896,"21 July 15, 2016"
897,"21 July 15, 2016"
898,"21 July 15, 2016"
899,"21 July 15, 2016"
900,"00 November 13, 2016"
901,"21 July 15, 2016"
902,"21 July 15, 2016"
903,"21 July 15, 2016"
904,"21 July 15, 2016"
905,"21 July 15, 2016"
906,"21 July 15, 2016"
907,"21 July 15, 2016"
908,"21 July 15, 2016"
909,"21 July 15, 2016"
910,"21 July 15, 2016"
911,"21 July 15, 2016"
912,"21 July 15, 2016"
913,"21 July 15, 2016"
914,"21 July 15, 2016"
915,"21 July 15, 2016"
916,"21 July 15, 2016"
917,"21 July 15, 2016"
918,"21 July 15, 2016"
919,"21 July 15, 2016"
920,"21 July 15, 2016"
921,"21 July 15, 2016"
922,"21 July 15, 2016"
923,"21 July 15, 2016"
924,"21 July 15, 2016"
925,"21 July 15, 2016"
926,"21 July 15, 2016"
927,"21 July 15, 2016"
928,"21 July 15, 2016"
929,"21 July 15, 2016"
930,"21 July 15, 2016"
931,"21 July 15, 2016"
932,"21 July 15, 2016"
933,"21 July 15, 2016"
934,"21 July 15, 2016"
935,"21 July 15, 2016"
936,"21 July 15, 2016"
937,"21 July 15, 2016"
938,"00 April 19, 2016"
939,"21 July 15, 2016"
940,"21 July 15, 2016"
941,"21 July 15, 2016"
942,"21 July 15, 2016"
943,"21 July 15, 2016"
944,"21 July 15, 2016"
945,"21 July 15, 2016"
946,"21 July 15, 2016"
947,"21 July 15, 2016"
948,"21 July 15, 2016"
949,"21 July 15, 2016"
950,"21 July 15, 2016"
951,"21 July 15, 2016"
952,"21 July 15, 2016"
953,"21 July 15, 2016"
954,"21 July 15, 2016"
955,"21 July 15, 2016"
956,"21 July 15, 2016"
957,"21 July 15, 2016"
958,"21 July 15, 2016"
959,"21 July 15, 2016"
960,"21 July 15, 2016"
961,"21 July 15, 2016"
962,"21 July 15, 2016"
963,"21 July 15, 2016"
964,"21 July 15, 2016"
965,"21 July 15, 2016"
966,"21 July 15, 2016"
967,"21 July 15, 2016"
968,"21 July 15, 2016"
969,"21 July 15, 2016"
970,"21 July 15, 2016"
971,"21 July 15, 2016"
972,"21 July 15, 2016"
973,"21 July 15, 2016"
974,"21 July 15, 2016"
975,"21 July 15, 2016"
976,"21 July 15, 2016"
977,"21 July 15, 2016"
978,"21 July 15, 2016"
979,"21 July 15, 2016"
980,"21 July 15, 2016"
981,"21 July 15, 2016"
982,"21 July 15, 2016"
983,"21 July 15, 2016"
984,"21 July 15, 2016"
985,"21 July 15, 2016"
986,"21 July 15, 2016"
987,"21 July 15, 2016"
988,"21 July 15, 2016"
989,"21 July 15, 2016"
990,"21 July 15, 2016"
991,"21 July 15, 2016"
992,"21 July 15, 2016"
993,"21 July 15, 2016"
994,"21 July 15, 2016"
995,"21 July 15, 2016"
996,"21 July 15, 2016"
997,"21 July 15, 2016"
998,"21 July 15, 2016"
